category,product_name,mrp_inr,discount_pct,available_qty,selling_price_inr,weight_gms,out_of_stock,unit_qty,discount_amount,price_per_100g,stock_status,discount_tier
Cooking Essentials,MTR Idli/Dosa/Chilly Chutney Powder,115.0,0,3,115.0,200,False,200,0.0,57.49999999999999,In Stock,No Discount
Cooking Essentials,Delight Nuts Trail Mix,399.0,25,6,299.0,200,False,200,100.0,199.5,In Stock,High (21%+)
Cooking Essentials,Praakritik Organic Chilka Moong Dal,120.0,10,6,108.0,500,False,500,12.0,24.0,In Stock,Low (1-10%)
Cooking Essentials,Smith & Jones Garlic & Herbs Masala Mix,99.0,0,6,99.0,75,False,75,0.0,132.0,In Stock,No Discount
Cooking Essentials,Eastern Tamarind,63.0,0,6,63.0,200,False,200,0.0,31.5,In Stock,No Discount
Cooking Essentials,Tong Garden Wasabi Coated Greenpeas Tin,200.0,11,6,178.0,180,False,180,22.0,111.11111111111111,In Stock,Mid (11-20%)
Cooking Essentials,Flying Bird Pineapple Artifical Food Essence,50.0,2,6,49.0,20,False,20,1.0,250.0,In Stock,Low (1-10%)
Cooking Essentials,Japanese Choice Udon Noodles,295.0,9,6,266.0,250,False,250,29.0,118.0,In Stock,Low (1-10%)
Cooking Essentials,Pantai Coconut Milk,150.0,0,4,150.0,400,False,400,0.0,37.5,In Stock,No Discount
Cooking Essentials,Praakritik Organic Masoor Dal,130.0,10,6,116.0,500,False,500,14.0,26.0,In Stock,Low (1-10%)
Cooking Essentials,Popular Essentials Classic Sona Masuri Rice,430.0,10,6,387.0,5000,False,5,43.0,8.6,In Stock,Low (1-10%)
Cooking Essentials,Popular Essentials Salted Murmure,70.0,18,6,57.0,400,False,400,13.0,17.5,In Stock,Mid (11-20%)
Cooking Essentials,Oleev Active Oil (Pouch),265.0,9,6,239.0,1000,False,1,26.0,26.5,In Stock,Low (1-10%)
Cooking Essentials,Delight Nuts Dried Blueberries,540.0,20,6,432.0,150,False,150,108.0,360.0,In Stock,Mid (11-20%)
Cooking Essentials,Popular Essentials Double Beans White,60.0,10,6,54.0,250,False,250,6.0,24.0,In Stock,Low (1-10%)
Cooking Essentials,Delight Nuts Almond Natural,349.0,20,6,279.0,200,False,200,70.0,174.5,In Stock,Mid (11-20%)
Cooking Essentials,Praakritik Organic Jaggery,160.0,6,6,150.0,900,False,900,10.0,17.77777777777778,In Stock,Low (1-10%)
Cooking Essentials,Praakritik Organic Raw Sugar,90.0,6,6,84.0,500,False,500,6.0,18.0,In Stock,Low (1-10%)
Cooking Essentials,MTR Masala - Sambar Powder,115.0,0,4,115.0,200,False,200,0.0,57.49999999999999,In Stock,No Discount
Cooking Essentials,RRO Til Dil Premium Til Oil Bottle,173.0,6,6,162.0,500,False,500,11.0,34.599999999999994,In Stock,Low (1-10%)
Cooking Essentials,ITC Master Chef Vegetable Biryani Cooking Paste,75.0,30,5,52.0,80,False,80,23.0,93.75,In Stock,High (21%+)
Cooking Essentials,Jivana Jaggery,100.0,0,2,100.0,950,False,950,0.0,10.526315789473683,Low Stock,No Discount
Cooking Essentials,Praakritik Organic Besan,170.0,6,6,159.0,500,False,500,11.0,34.0,In Stock,Low (1-10%)
Cooking Essentials,MTR Instant Gulab Jamun Mix,195.0,9,6,176.0,500,False,500,19.0,39.0,In Stock,Low (1-10%)
Cooking Essentials,Maggi Magic Cubes Extra Chicken,199.0,0,2,199.0,240,False,240,0.0,82.91666666666667,Low Stock,No Discount
Cooking Essentials,On1y Mixed Herbs,99.0,0,6,99.0,14,False,14,0.0,707.1428571428571,In Stock,No Discount
Cooking Essentials,Popular Essentials Urad Gola Black (Un-Polished),80.0,10,6,72.0,500,False,500,8.0,16.0,In Stock,Low (1-10%)
Cooking Essentials,Gits Dessert Mix China Grass Bombay Halwa,55.0,0,4,55.0,80,False,80,0.0,68.75,In Stock,No Discount
Cooking Essentials,Praakritik Organic Basmati Rice,170.0,0,5,170.0,500,False,500,0.0,34.0,In Stock,No Discount
Cooking Essentials,Ceres Foods Nalli Nihari Instant Liquid Masala,220.0,50,6,110.0,200,False,200,110.0,110.00000000000001,In Stock,High (21%+)
Cooking Essentials,Borges Canola Oil Pet Bottle,399.0,0,6,399.0,1000,False,1,0.0,39.900000000000006,In Stock,No Discount
Cooking Essentials,Suhana Biryani Masala,66.0,0,6,66.0,50,False,50,0.0,132.0,In Stock,No Discount
Cooking Essentials,On1y Black Salt Grinder,99.0,0,6,99.0,100,False,100,0.0,99.0,In Stock,No Discount
Cooking Essentials,Popular Essentials Nylon Til,40.0,2,6,39.0,100,False,100,1.0,40.0,In Stock,Low (1-10%)
Cooking Essentials,Pillsbury Rich Choco Oven Cake Mix - Egg Free,170.0,6,6,159.0,270,False,270,11.0,62.96296296296296,In Stock,Low (1-10%)
Cooking Essentials,Weikfield Tomato Salsa Instant Pasta,25.0,0,1,25.0,77,False,77,0.0,32.467532467532465,Low Stock,No Discount
Cooking Essentials,Praakritik Organic Jowar Atta,110.0,6,6,103.0,500,False,500,7.0,22.0,In Stock,Low (1-10%)
Cooking Essentials,Sugarfree Gold Low Calorie Sweetner,270.0,7,6,251.0,50,False,50,19.0,540.0,In Stock,Low (1-10%)
Cooking Essentials,Epicurea Thai Jasmine Rice,295.0,0,4,295.0,500,False,500,0.0,59.0,In Stock,No Discount
Cooking Essentials,Yummiez Chicken Garlic Fingers Pouch,250.0,0,5,250.0,400,False,400,0.0,62.5,In Stock,No Discount
Cooking Essentials,RRO Primio Refined Groundnut (Jar),490.0,11,6,436.0,2000,False,2,54.0,24.5,In Stock,Mid (11-20%)
Cooking Essentials,Praakritik Organic Tuvar Dal,140.0,0,6,140.0,500,False,500,0.0,28.000000000000004,In Stock,No Discount
Cooking Essentials,Sugarfree Gold Low Calorie Sweetner,185.0,5,3,175.0,300,False,300,10.0,61.66666666666667,In Stock,Low (1-10%)
Cooking Essentials,Cantina Beans Mexican Beans,250.0,14,6,213.0,410,False,410,37.0,60.97560975609756,In Stock,Mid (11-20%)
Cooking Essentials,Pillsbury Oven Cake Mix - Vanilla,175.0,10,6,156.0,225,False,225,19.0,77.77777777777779,In Stock,Low (1-10%)
Cooking Essentials,Hershey's Chocolate Milk Booster,200.0,0,6,200.0,450,False,450,0.0,44.44444444444444,In Stock,No Discount
Cooking Essentials,Popular Essentials Byadagi Chilli Stemless,80.0,0,6,80.0,100,False,100,0.0,80.0,In Stock,No Discount
Cooking Essentials,Suhana Spice Mix - Chicken Biryani,66.0,0,6,66.0,50,False,50,0.0,132.0,In Stock,No Discount
Cooking Essentials,Praakritik Organic Yellow Moon Dal,135.0,0,6,135.0,500,False,500,0.0,27.0,In Stock,No Discount
Cooking Essentials,24 Mantra Sona Masuri Brown Rice,475.0,10,6,423.0,5000,False,5,52.0,9.5,In Stock,Low (1-10%)
Cooking Essentials,24 Mantra Organic Pancharatna Dal - Split,130.0,7,6,120.0,500,False,500,10.0,26.0,In Stock,Low (1-10%)
Cooking Essentials,24 Mantra Organic Cumin Powder,70.0,0,6,70.0,100,False,100,0.0,70.0,In Stock,No Discount
Cooking Essentials,Popular Essentials Samba Broken Wheat,100.0,11,6,89.0,500,False,500,11.0,20.0,In Stock,Mid (11-20%)
Cooking Essentials,Betty Crocker Chocolate Fudge Cake Mix,295.0,0,6,295.0,475,False,475,0.0,62.10526315789474,In Stock,No Discount
Cooking Essentials,Borges Extra Light Olive Oil Bottle,2600.0,46,6,1399.0,2000,False,2,1201.0,130.0,In Stock,High (21%+)
Cooking Essentials,Flying Bird Premium Orange Artificial Food Essence,60.0,0,6,60.0,20,False,20,0.0,300.0,In Stock,No Discount
Cooking Essentials,Popular Essentials Red Cherry/Gundu Chilli,95.0,0,6,95.0,100,False,100,0.0,95.0,In Stock,No Discount
Cooking Essentials,Super Saver Kolam Rice Sortex Clean,700.0,10,3,630.0,5000,False,5,70.0,14.000000000000002,In Stock,Low (1-10%)
Cooking Essentials,Flying Bird Food Essence - Kewra,50.0,0,6,50.0,20,False,20,0.0,250.0,In Stock,No Discount
Cooking Essentials,MTR Vada Breakfast,200.0,0,1,200.0,500,False,500,0.0,40.0,Low Stock,No Discount
Cooking Essentials,On1y Pasta Seasoning,99.0,0,6,99.0,30,False,30,0.0,330.0,In Stock,No Discount
Cooking Essentials,Praakritik Organic Indrayani Rice,70.0,0,6,70.0,500,False,500,0.0,14.000000000000002,In Stock,No Discount
Cooking Essentials,On1y Pizza Seasoning,99.0,0,6,99.0,28,False,28,0.0,353.57142857142856,In Stock,No Discount
Cooking Essentials,Kitchens of India Mutter Paneer Mix,120.0,30,4,84.0,285,False,285,36.0,42.10526315789473,In Stock,High (21%+)
Cooking Essentials,Aashirvaad Svasti Cow Ghee Tetra Pack,295.0,0,6,295.0,500,False,500,0.0,59.0,In Stock,No Discount
Cooking Essentials,Weikfield Cooker Cake Mix - Vanilla,95.0,0,6,95.0,150,False,150,0.0,63.33333333333333,In Stock,No Discount
Cooking Essentials,Praakritik Organic Kapli Wheat Atta,165.0,10,6,147.0,1000,False,1,18.0,16.5,In Stock,Low (1-10%)
Cooking Essentials,Epicurea Sushi Rice,295.0,0,6,295.0,500,False,500,0.0,59.0,In Stock,No Discount
Cooking Essentials,Sugarfree Natural Green Stevia Leaves Zero Calorie,75.0,0,2,75.0,100,False,100,0.0,75.0,Low Stock,No Discount
Cooking Essentials,Smith & Jones Italian Spices Masala Mix,99.0,0,6,99.0,75,False,75,0.0,132.0,In Stock,No Discount
Cooking Essentials,Satyam Nighties Spices  Chilli Bore,89.0,10,6,80.0,100,False,100,9.0,89.0,In Stock,Low (1-10%)
Cooking Essentials,Weikfield Veg Jelly Crystals - Orange,45.0,2,6,44.0,90,False,90,1.0,50.0,In Stock,Low (1-10%)
Cooking Essentials,Praakritik Organic Jumbo Rolled Oats,190.0,11,6,169.0,500,False,500,21.0,38.0,In Stock,Mid (11-20%)
Cooking Essentials,On1y Sea Salt Grinder,89.0,0,6,89.0,100,False,100,0.0,89.0,In Stock,No Discount
Cooking Essentials,Delight Nuts Berries Mix,399.0,20,6,319.0,200,False,200,80.0,199.5,In Stock,Mid (11-20%)
Cooking Essentials,Praakritik Organic Ginger Powder,139.0,10,6,125.0,100,False,100,14.0,139.0,In Stock,Low (1-10%)
Cooking Essentials,Suhana Mutton Gravy Mix,45.0,0,4,45.0,80,False,80,0.0,56.25,In Stock,No Discount
Cooking Essentials,On1y Salad Seasoning Grinder,139.0,0,6,139.0,45,False,45,0.0,308.8888888888889,In Stock,No Discount
Cooking Essentials,Figaro Pure Olive Oil,325.0,8,1,299.0,200,False,200,26.0,162.5,Low Stock,Low (1-10%)
Cooking Essentials,Madhur Sugar,60.0,6,0,56.0,1000,True,1,4.0,6.0,Out of Stock,Low (1-10%)
Cooking Essentials,Amul Fresh Cream,63.0,0,0,63.0,250,True,250,0.0,25.2,Out of Stock,No Discount
Cooking Essentials,Madhur Pure And Hygienic Sugar,295.0,9,0,266.0,5000,True,5,29.0,5.8999999999999995,Out of Stock,Low (1-10%)
Cooking Essentials,Satyam Poha Jada,35.0,8,0,32.0,500,True,500,3.0,7.000000000000001,Out of Stock,Low (1-10%)
Cooking Essentials,Aashirvaad Superior MP Whole Wheat Atta,53.0,1,0,52.0,1000,True,1,1.0,5.3,Out of Stock,Low (1-10%)
Cooking Essentials,Fortune Soyabean Oil,210.0,13,0,181.0,1000,True,1,29.0,21.0,Out of Stock,Mid (11-20%)
Cooking Essentials,Maggi Masala Ae Magic,58.0,6,0,54.0,72,True,72,4.0,80.55555555555556,Out of Stock,Low (1-10%)
Cooking Essentials,Aashirvaad Iodised Salt,22.0,13,0,19.0,1000,True,1,3.0,2.1999999999999997,Out of Stock,Mid (11-20%)
Cooking Essentials,Maggi 2-Minute Instant Noodles - Masala,44.0,0,0,44.0,280,True,280,0.0,15.714285714285714,Out of Stock,No Discount
Cooking Essentials,Popular Essentials Phool Makhana (Jumbo Size),150.0,14,0,128.0,100,True,100,22.0,150.0,Out of Stock,Mid (11-20%)
Cooking Essentials,Aashirvaad Atta With Mutigrains,315.0,8,0,287.0,5000,True,5,28.0,6.3,Out of Stock,Low (1-10%)
Cooking Essentials,Tata Sampann Poha,44.0,6,0,41.0,500,True,500,3.0,8.799999999999999,Out of Stock,Low (1-10%)
Cooking Essentials,Fortune Besan Flour,120.0,0,0,120.0,1000,True,1,0.0,12.0,Out of Stock,No Discount
Cooking Essentials,Popular Essentials Toor Dal (Un-Polished),80.0,7,0,74.0,500,True,500,6.0,16.0,Out of Stock,Low (1-10%)
Cooking Essentials,Everest Tikhalal Hot & Red Chilly Powder,47.0,2,0,46.0,100,True,100,1.0,47.0,Out of Stock,Low (1-10%)
Cooking Essentials,Popular Essentials Chia Seeds,50.0,2,0,49.0,100,True,100,1.0,50.0,Out of Stock,Low (1-10%)
Cooking Essentials,Tata Sampann Unpolished Toor Dal/Arhar Dal,179.0,1,0,177.0,1000,True,200,2.0,17.9,Out of Stock,Low (1-10%)
Cooking Essentials,Everest Coriander Powder,32.0,3,0,31.0,100,True,100,1.0,32.0,Out of Stock,Low (1-10%)
Cooking Essentials,Satyam Thin Poha Patla,38.0,7,0,35.0,500,True,500,3.0,7.6,Out of Stock,Low (1-10%)
Cooking Essentials,Popular Essentials Sona Masouri Raw Rice,75.0,0,0,75.0,1000,True,1,0.0,7.5,Out of Stock,No Discount
Cooking Essentials,Tata Sampann High Protien Chana Dal - Split,64.0,0,0,64.0,500,True,500,0.0,12.8,Out of Stock,No Discount
Cooking Essentials,Satyam Singdana,119.0,6,0,111.0,500,True,500,8.0,23.799999999999997,Out of Stock,Low (1-10%)
Cooking Essentials,Tata Sampann Moong Chilka,88.0,6,0,82.0,500,True,500,6.0,17.599999999999998,Out of Stock,Low (1-10%)
Cooking Essentials,Tata Sampann High Protien Toor Dal - Split,91.0,2,0,89.0,500,True,500,2.0,18.2,Out of Stock,Low (1-10%)
Cooking Essentials,Ching's Chow Mein Hakka Noodles Masala,10.0,0,0,10.0,20,True,20,0.0,50.0,Out of Stock,No Discount
Cooking Essentials,Everest Chat Masala,65.0,9,0,59.0,100,True,100,6.0,65.0,Out of Stock,Low (1-10%)
Cooking Essentials,Popular Essentials Black Brown Chana (Un-Polished),55.0,9,0,50.0,500,True,500,5.0,11.0,Out of Stock,Low (1-10%)
Cooking Essentials,Dabur Ginger Garlic Paste,50.0,6,0,47.0,200,True,200,3.0,25.0,Out of Stock,Low (1-10%)
Cooking Essentials,Ching's Secret Veg Hakka Noodles,107.0,0,0,107.0,600,True,600,0.0,17.833333333333336,Out of Stock,No Discount
Cooking Essentials,Saffola Oats 100 % Natural,15.0,0,0,15.0,38,True,38,0.0,39.473684210526315,Out of Stock,No Discount
Cooking Essentials,Everest Kashmiri Lal Chilli Powder,310.0,10,0,279.0,500,True,500,31.0,62.0,Out of Stock,Low (1-10%)
Cooking Essentials,Popular Essentials Black Raisins Seedless,60.0,10,0,54.0,100,True,100,6.0,60.0,Out of Stock,Low (1-10%)
Cooking Essentials,Daawat Rozana Super Basmati Rice,79.0,0,0,79.0,1000,True,1,0.0,7.9,Out of Stock,No Discount
Cooking Essentials,Everest Cumin Powder (Jeera),30.0,3,0,29.0,50,True,50,1.0,60.0,Out of Stock,Low (1-10%)
Cooking Essentials,Everest Sambhar Masala,34.0,2,0,33.0,50,True,50,1.0,68.0,Out of Stock,Low (1-10%)
Cooking Essentials,Maggi Chilly Chow Cuppa Noodles,50.0,0,0,50.0,70,True,70,0.0,71.42857142857143,Out of Stock,No Discount
Cooking Essentials,Popular Essentials Mustard Seeds Rai Big,20.0,0,0,20.0,100,True,100,0.0,20.0,Out of Stock,No Discount
Cooking Essentials,Patanjali Cow's Ghee,565.0,0,0,565.0,1000,True,1,0.0,56.49999999999999,Out of Stock,No Discount
Cooking Essentials,Everest Amchur Powder,42.0,2,0,41.0,50,True,50,1.0,84.0,Out of Stock,Low (1-10%)
Cooking Essentials,Daawat Super Basmati Rice,185.0,8,0,169.0,1000,True,1,16.0,18.5,Out of Stock,Low (1-10%)
Cooking Essentials,Popular Essentials Sabudana,60.0,10,0,54.0,500,True,500,6.0,12.0,Out of Stock,Low (1-10%)
Cooking Essentials,Popular Essentials Brown Sugar,40.0,0,0,40.0,500,True,500,0.0,8.0,Out of Stock,No Discount
Cooking Essentials,Everest Coriander Powder,70.0,10,0,63.0,200,True,200,7.0,35.0,Out of Stock,Low (1-10%)
Cooking Essentials,Sunfeast Yippee! Magic Masala Noodles,48.0,6,0,45.0,240,True,240,3.0,20.0,Out of Stock,Low (1-10%)
Cooking Essentials,Tata Tea Gold,35.0,0,0,35.0,100,True,200,0.0,35.0,Out of Stock,No Discount
Cooking Essentials,Daawat Rozana Gold Basmati Rice,90.0,1,0,89.0,1000,True,1,1.0,9.0,Out of Stock,Low (1-10%)
Cooking Essentials,Top Ramen Masala,91.0,9,0,82.0,560,True,560,9.0,16.25,Out of Stock,Low (1-10%)
Cooking Essentials,Everest Turmeric Powder,67.0,10,0,60.0,200,True,200,7.0,33.5,Out of Stock,Low (1-10%)
Cooking Essentials,Popular Essentials Buckwheat Flour (Kuttu Atta),125.0,9,0,113.0,500,True,500,12.0,25.0,Out of Stock,Low (1-10%)
Cooking Essentials,Keya Italian Pizza Oregano,109.0,11,0,97.0,80,True,80,12.0,136.25,Out of Stock,Mid (11-20%)
Cooking Essentials,Chef's Basket Durum Wheat Penne Pasta,160.0,50,0,80.0,500,True,500,80.0,32.0,Out of Stock,High (21%+)
Cooking Essentials,Tata Sampann Kala Chana,125.0,0,0,125.0,1000,True,1,0.0,12.5,Out of Stock,No Discount
Cooking Essentials,India Gate Basmati Rice,210.0,0,0,210.0,1000,True,1,0.0,21.0,Out of Stock,No Discount
Cooking Essentials,24 Mantra Organic Whole Wheat Atta,64.0,7,0,59.0,1000,True,1,5.0,6.4,Out of Stock,Low (1-10%)
Cooking Essentials,Zorabian Chicken Kheema Parathas,190.0,0,0,190.0,300,True,300,0.0,63.33333333333333,Out of Stock,No Discount
Cooking Essentials,Sunfeast Pasta Treat Pack of Tomato Cheese,28.0,17,0,23.0,65,True,65,5.0,43.07692307692308,Out of Stock,Mid (11-20%)
Cooking Essentials,Sugarlite 50% Less Calories Sugar Pouch,99.0,40,0,59.0,500,True,500,40.0,19.8,Out of Stock,High (21%+)
Cooking Essentials,Popular Essentials Sabja/Basil Seeds,60.0,15,0,51.0,100,True,100,9.0,60.0,Out of Stock,Mid (11-20%)
Cooking Essentials,Patanjali Pure Honey,95.0,0,0,95.0,250,True,250,0.0,38.0,Out of Stock,No Discount
Cooking Essentials,Weikfield Falooda Mix - Mango,49.0,2,0,48.0,200,True,200,1.0,24.5,Out of Stock,Low (1-10%)
Cooking Essentials,Pro Nature Organic Sonamasoori Brown Rice,102.0,7,0,94.0,1000,True,1,8.0,10.2,Out of Stock,Low (1-10%)
Cooking Essentials,Maggi Special Masala Spicy Yummy Noodles,72.0,0,0,72.0,280,True,280,0.0,25.71428571428571,Out of Stock,No Discount
Cooking Essentials,Godrej Yummiez Chicken Breakfast Salami,150.0,4,0,143.0,250,True,250,7.0,60.0,Out of Stock,Low (1-10%)
Cooking Essentials,Everest Saffron Kesar,120.0,0,0,120.0,1,True,0,0.0,,Out of Stock,No Discount
Munchies,Maggi 2 Minute Masala Noodles,12.0,0,6,12.0,70,False,70,0.0,17.142857142857142,In Stock,No Discount
Munchies,iD Idli & Dosa Batter,80.0,15,6,68.0,1000,False,1,12.0,8.0,In Stock,Mid (11-20%)
Munchies,Tata Salt,24.0,0,6,24.0,1000,False,1,0.0,2.4,In Stock,No Discount
Munchies,Arden Eggs White,97.0,0,4,97.0,696,False,12,0.0,13.936781609195403,In Stock,No Discount
Munchies,Arden Eggs White,65.0,15,4,55.0,348,False,6,10.0,18.67816091954023,In Stock,Mid (11-20%)
Munchies,Fortune Sunlite Refined Sunflower (Pouch),230.0,4,6,219.0,1000,False,1,11.0,23.0,In Stock,Low (1-10%)
Munchies,Aashirvaad Superior MP Atta,250.0,2,6,245.0,5000,False,5,5.0,5.0,In Stock,Low (1-10%)
Munchies,Amul Pure Ghee (Pouch),255.0,2,6,249.0,500,False,500,6.0,51.0,In Stock,Low (1-10%)
Munchies,Arden Eggs Brown,85.0,7,4,79.0,348,False,6,6.0,24.42528735632184,In Stock,Low (1-10%)
Munchies,Tata Salt Lite,40.0,10,6,36.0,1000,False,1,4.0,4.0,In Stock,Low (1-10%)
Munchies,Saffola Gold Oil (Pouch),215.0,0,6,215.0,1000,False,1,0.0,21.5,In Stock,No Discount
Munchies,Fortune Sunlite Refined Sunflower (Jar),925.0,0,6,925.0,5000,False,5,0.0,18.5,In Stock,No Discount
Munchies,Fortune Rice Bran (Pouch),225.0,11,6,199.0,1000,False,1,26.0,22.5,In Stock,Mid (11-20%)
Munchies,Saffola Active Oil,210.0,0,6,210.0,1000,False,1,0.0,21.0,In Stock,No Discount
Munchies,Amul Pure Ghee (Pouch),505.0,1,2,499.0,1000,False,1,6.0,50.5,Low Stock,Low (1-10%)
Munchies,Aashirvaad Atta,460.0,13,6,399.0,10000,False,10,61.0,4.6,In Stock,Mid (11-20%)
Munchies,Popular Essentials Toor Dal (Un-Polished),160.0,6,4,149.0,1000,False,1,11.0,16.0,In Stock,Low (1-10%)
Munchies,Amul Ghee (Tin),520.0,2,6,509.0,1000,False,1,11.0,52.0,In Stock,Low (1-10%)
Munchies,Amul Fresh Cream,197.0,3,3,191.0,1000,False,1,6.0,19.7,In Stock,Low (1-10%)
Munchies,Popular Essentials Pure Jaggery,50.0,2,6,49.0,450,False,450,1.0,11.11111111111111,In Stock,Low (1-10%)
Munchies,Aashirvaad Multigrain Atta,64.0,3,2,62.0,1000,False,1,2.0,6.4,Low Stock,Low (1-10%)
Munchies,Fortune Soyabean Oil,1005.0,0,6,999.0,5000,False,5,6.0,20.1,In Stock,No Discount
Munchies,Popular Essentials Sunflower Seeds,25.0,0,6,25.0,50,False,50,0.0,50.0,In Stock,No Discount
Munchies,Tata Sampann kabuli chana,185.0,1,4,183.0,1000,False,500,2.0,18.5,In Stock,Low (1-10%)
Munchies,Dhara Groundnut Oil (Pouch),230.0,11,6,203.0,1000,False,1,27.0,23.0,In Stock,Mid (11-20%)
Munchies,Dhara Health Refined Sun Flower Oil Jar,1200.0,18,6,984.0,5000,False,5,216.0,24.0,In Stock,Mid (11-20%)
Munchies,24 Mantra Organic Jaggery Powder,80.0,15,6,68.0,500,False,500,12.0,16.0,In Stock,Mid (11-20%)
Munchies,Tata Sampann High Protien Kabuli Chana,94.0,0,1,94.0,500,False,500,0.0,18.8,Low Stock,No Discount
Munchies,Dhara Kachi Ghani Mustard Oil Jar,1250.0,8,6,1143.0,5000,False,5,107.0,25.0,In Stock,Low (1-10%)
Munchies,D'lecta Dairy Cream,54.0,5,6,51.0,200,False,200,3.0,27.0,In Stock,Low (1-10%)
Munchies,Ching's Secret Instant Hot Garlic Noodles,15.0,0,3,15.0,60,False,60,0.0,25.0,In Stock,No Discount
Munchies,Dabur Ginger Garlic Paste,25.0,8,3,23.0,100,False,100,2.0,25.0,In Stock,Low (1-10%)
Munchies,Ching's Secret Instant Schezwan Noodles,15.0,0,6,15.0,60,False,60,0.0,25.0,In Stock,No Discount
Munchies,Gowardhan Ghee/Tuppa Jar,315.0,1,6,309.0,500,False,500,6.0,63.0,In Stock,Low (1-10%)
Munchies,Tata Sampann Unpolished Moong Dal,92.0,4,4,88.0,500,False,500,4.0,18.4,In Stock,Low (1-10%)
Munchies,Aashirvaad Select Atta,64.0,0,6,64.0,1000,False,1,0.0,6.4,In Stock,No Discount
Munchies,Popular Essentials Misri Dana (Diamond Sugar),15.0,0,4,15.0,100,False,100,0.0,15.0,In Stock,No Discount
Munchies,Gowardhan Ghee Jar,598.0,3,6,579.0,1000,False,1,19.0,59.8,In Stock,Low (1-10%)
Munchies,Top Ramen  Noodles Curry Veg Pouch,20.0,0,1,20.0,70,False,70,0.0,28.57142857142857,Low Stock,No Discount
Munchies,Popular Essentials Refined Sugar,60.0,0,6,60.0,1000,False,1,0.0,6.0,In Stock,No Discount
Munchies,Fortune Kachi Ghani Mustard Oil Bottle,216.0,7,6,199.0,1000,False,1,17.0,21.6,In Stock,Low (1-10%)
Munchies,Saffola Veggie Twist Masala Oats,15.0,0,6,15.0,38,False,38,0.0,39.473684210526315,In Stock,No Discount
Munchies,Satyam Puffed Rice Kurmura (R),23.0,0,6,23.0,200,False,200,0.0,11.5,In Stock,No Discount
Munchies,Quaker Oats,79.0,0,2,79.0,400,False,400,0.0,19.75,Low Stock,No Discount
Munchies,Aashirvaad Select Sharbati Atta,315.0,10,6,283.0,5000,False,5,32.0,6.3,In Stock,Low (1-10%)
Munchies,Popular Essentials Refined Sugar,295.0,10,6,265.0,5000,False,5,30.0,5.8999999999999995,In Stock,Low (1-10%)
Munchies,Gowardhan Cow Ghee Pouch,579.0,10,6,521.0,1000,False,1,58.0,57.9,In Stock,Low (1-10%)
Munchies,Dhara Nourish Refined Sunflower Oil Pouch,210.0,5,6,199.0,1000,False,1,11.0,21.0,In Stock,Low (1-10%)
Munchies,Parachute Oil,40.0,7,3,37.0,100,False,100,3.0,40.0,In Stock,Low (1-10%)
Munchies,Popular Essentials Plain Puffed Rice (Murmura/Muri),18.0,0,6,18.0,100,False,100,0.0,18.0,In Stock,No Discount
Munchies,Amul Mithai Mate Condensed Sweetened Milk,56.0,3,4,54.0,200,False,200,2.0,28.000000000000004,In Stock,Low (1-10%)
Munchies,Saffola Gold (Jar),1240.0,0,6,1240.0,5000,False,5,0.0,24.8,In Stock,No Discount
Munchies,McCain New Mini Samosa with Cheese Pizza Style Filling,120.0,1,3,118.0,240,False,240,2.0,50.0,In Stock,Low (1-10%)
Munchies,Fortune Rice Bran Health Oil (Jar),1050.0,1,6,1039.0,5000,False,5,11.0,21.0,In Stock,Low (1-10%)
Munchies,Arden Desi Eggs,110.0,13,4,95.0,348,False,6,15.0,31.60919540229885,In Stock,Mid (11-20%)
Munchies,Fortune Rozana Basmati Rice,585.0,21,6,462.0,5000,False,5,123.0,11.700000000000001,In Stock,High (21%+)
Munchies,Fortune Biriyani Special Basmati Rice,175.0,0,5,175.0,1000,False,1,0.0,17.5,In Stock,No Discount
Munchies,Everest Garam Masala,78.0,7,5,72.0,100,False,100,6.0,78.0,In Stock,Low (1-10%)
Munchies,Popular Essentials Pumpkin Seeds,90.0,16,6,75.0,100,False,100,15.0,90.0,In Stock,Mid (11-20%)
Munchies,Fortune Soya Health Refined Soybean Oil,210.0,1,2,206.0,1000,False,1,4.0,21.0,Low Stock,Low (1-10%)
Munchies,Gowardhan Pure Ghee Pouch,295.0,4,6,281.0,500,False,500,14.0,59.0,In Stock,Low (1-10%)
Munchies,Popular Essentials Jeera/Cumin Seeds,40.0,5,3,38.0,100,False,100,2.0,40.0,In Stock,Low (1-10%)
Munchies,Weikfield Baking Soda,30.0,3,6,29.0,100,False,100,1.0,30.0,In Stock,Low (1-10%)
Munchies,Everest Pav Bhaji Masala,37.0,10,4,33.0,50,False,50,4.0,74.0,In Stock,Low (1-10%)
Munchies,Tata Sampann Unpolished Chana Dal,95.0,6,2,89.0,1000,False,500,6.0,9.5,Low Stock,Low (1-10%)
Munchies,Amul Mithai Mate EOE Tin,112.0,2,6,109.0,400,False,400,3.0,28.000000000000004,In Stock,Low (1-10%)
Munchies,Pillsbury Chakki Fresh Atta,450.0,16,6,375.0,10000,False,10,75.0,4.5,In Stock,Mid (11-20%)
Munchies,Everest Chicken Masala,39.0,2,1,38.0,50,False,50,1.0,78.0,Low Stock,Low (1-10%)
Munchies,Dhara Life Refined Ricebran Oil (Pouch),205.0,7,6,190.0,1000,False,1,15.0,20.5,In Stock,Low (1-10%)
